,sub,condition,hit,fa,dprime,duration,property,Dist,RE
453,60d740--REDACTED,Dist_Small_RE_Small_10,0.312,0.062,1.048,10,Dist_Small_RE_Small,Small,Small
454,60d740--REDACTED,Dist_Large_RE_Small_2,0.562,0.312,0.646,2,Dist_Large_RE_Small,Large,Small
455,60d740--REDACTED,Dist_Small_RE_Small_2,0.25,0.125,0.476,2,Dist_Small_RE_Small,Small,Small
456,60d748--REDACTED,Dist_Small_RE_Small_2,0.625,0.438,0.475,2,Dist_Small_RE_Small,Small,Small
457,60d748--REDACTED,Dist_Small_RE_Large_2,0.5,0.562,-0.156,2,Dist_Small_RE_Large,Small,Large
458,60d748--REDACTED,Dist_Large_RE_Large_2,0.75,0.438,0.831,2,Dist_Large_RE_Large,Large,Large
459,60d748--REDACTED,Dist_Small_RE_Small_5,0.5,0.312,0.49,5,Dist_Small_RE_Small,Small,Small
460,60d748--REDACTED,Dist_Large_RE_Small_5,0.625,0.25,0.993,5,Dist_Large_RE_Small,Large,Small
461,60d748--REDACTED,Dist_Small_RE_Large_5,0.375,0.438,-0.163,5,Dist_Small_RE_Large,Small,Large
462,60d748--REDACTED,Dist_Large_RE_Large_10,0.812,0.5,0.885,10,Dist_Large_RE_Large,Large,Large
463,60d748--REDACTED,Dist_Large_RE_Small_10,0.938,0.25,2.213,10,Dist_Large_RE_Small,Large,Small
464,60d748--REDACTED,Dist_Large_RE_Small_2,0.562,0.375,0.475,2,Dist_Large_RE_Small,Large,Small
465,60d748--REDACTED,Dist_Small_RE_Small_10,0.688,0.375,0.809,10,Dist_Small_RE_Small,Small,Small
466,60d748--REDACTED,Dist_Small_RE_Large_10,0.688,0.188,1.375,10,Dist_Small_RE_Large,Small,Large
467,60d748--REDACTED,Dist_Large_RE_Large_5,0.812,0.312,1.375,5,Dist_Large_RE_Large,Large,Large
468,60d7d4--REDACTED,Dist_Large_RE_Large_10,0.875,0.125,2.301,10,Dist_Large_RE_Large,Large,Large
469,60d7d4--REDACTED,Dist_Large_RE_Small_2,0.25,0.25,0.0,2,Dist_Large_RE_Small,Large,Small
470,60d7d4--REDACTED,Dist_Small_RE_Small_5,0.25,0.062,0.864,5,Dist_Small_RE_Small,Small,Small
471,60d7d4--REDACTED,Dist_Small_RE_Large_2,0.062,0.015625,0.616,2,Dist_Small_RE_Large,Small,Large
472,60d7d4--REDACTED,Dist_Large_RE_Small_10,0.75,0.015625,2.828,10,Dist_Large_RE_Small,Large,Small
473,60d7d4--REDACTED,Dist_Large_RE_Large_5,0.375,0.062,1.22,5,Dist_Large_RE_Large,Large,Large
474,60d7d4--REDACTED,Dist_Small_RE_Large_5,0.125,0.062,0.388,5,Dist_Small_RE_Large,Small,Large
475,60d7d4--REDACTED,Dist_Large_RE_Large_2,0.438,0.015625,1.998,2,Dist_Large_RE_Large,Large,Large
476,60d7d4--REDACTED,Dist_Large_RE_Small_5,0.5,0.015625,2.154,5,Dist_Large_RE_Small,Large,Small
477,60d7d4--REDACTED,Dist_Small_RE_Large_10,0.438,0.062,1.382,10,Dist_Small_RE_Large,Small,Large
478,60d7d4--REDACTED,Dist_Small_RE_Small_2,0.015625,0.015625,0.0,2,Dist_Small_RE_Small,Small,Small
479,60d7d4--REDACTED,Dist_Small_RE_Small_10,0.25,0.015625,1.479,10,Dist_Small_RE_Small,Small,Small
480,60d920--REDACTED,Dist_Large_RE_Large_5,0.938,0.25,2.213,5,Dist_Large_RE_Large,Large,Large
481,60d920--REDACTED,Dist_Small_RE_Small_5,0.375,0.188,0.567,5,Dist_Small_RE_Small,Small,Small
482,60d920--REDACTED,Dist_Large_RE_Small_2,0.5,0.188,0.885,2,Dist_Large_RE_Small,Large,Small
483,60d920--REDACTED,Dist_Large_RE_Large_10,0.75,0.375,0.993,10,Dist_Large_RE_Large,Large,Large
484,60d920--REDACTED,Dist_Large_RE_Large_2,0.5,0.312,0.49,2,Dist_Large_RE_Large,Large,Large
485,60d920--REDACTED,Dist_Large_RE_Small_5,0.438,0.25,0.518,5,Dist_Large_RE_Small,Large,Small
486,60d920--REDACTED,Dist_Small_RE_Large_10,0.562,0.312,0.646,10,Dist_Small_RE_Large,Small,Large
487,60d920--REDACTED,Dist_Large_RE_Small_10,0.625,0.312,0.809,10,Dist_Large_RE_Small,Large,Small
488,60d920--REDACTED,Dist_Small_RE_Small_2,0.133,0.375,-0.794,2,Dist_Small_RE_Small,Small,Small
489,60d920--REDACTED,Dist_Small_RE_Large_2,0.312,0.188,0.395,2,Dist_Small_RE_Large,Small,Large
490,60d920--REDACTED,Dist_Small_RE_Large_5,0.5,0.312,0.49,5,Dist_Small_RE_Large,Small,Large
491,60d920--REDACTED,Dist_Small_RE_Small_10,0.625,0.125,1.469,10,Dist_Small_RE_Small,Small,Small
492,60da00--REDACTED,Dist_Small_RE_Small_5,0.5,0.016129032258064516,2.141,5,Dist_Small_RE_Small,Small,Small
493,60da00--REDACTED,Dist_Small_RE_Large_5,0.625,0.312,0.809,5,Dist_Small_RE_Large,Small,Large
494,60da00--REDACTED,Dist_Large_RE_Large_5,0.75,0.125,1.825,5,Dist_Large_RE_Large,Large,Large
495,60da00--REDACTED,Dist_Small_RE_Small_2,0.015625,0.125,-1.004,2,Dist_Small_RE_Small,Small,Small
496,60da00--REDACTED,Dist_Large_RE_Small_2,0.5,0.188,0.885,2,Dist_Large_RE_Small,Large,Small
497,60da00--REDACTED,Dist_Small_RE_Large_2,0.188,0.125,0.265,2,Dist_Small_RE_Large,Small,Large
498,60da00--REDACTED,Dist_Large_RE_Large_10,0.812,0.062,2.423,10,Dist_Large_RE_Large,Large,Large
499,60da00--REDACTED,Dist_Large_RE_Small_10,0.562,0.062,1.694,10,Dist_Large_RE_Small,Large,Small
500,60da00--REDACTED,Dist_Large_RE_Small_5,0.5,0.062,1.538,5,Dist_Large_RE_Small,Large,Small
501,60da00--REDACTED,Dist_Small_RE_Small_10,0.333,0.133,0.681,10,Dist_Small_RE_Small,Small,Small
502,60da00--REDACTED,Dist_Small_RE_Large_10,0.438,0.062,1.382,10,Dist_Small_RE_Large,Small,Large
503,60da00--REDACTED,Dist_Large_RE_Large_2,0.75,0.2,1.516,2,Dist_Large_RE_Large,Large,Large
504,60dae0--REDACTED,Dist_Large_RE_Large_5,0.688,0.375,0.809,5,Dist_Large_RE_Large,Large,Large
505,60dae0--REDACTED,Dist_Large_RE_Small_2,0.812,0.25,1.56,2,Dist_Large_RE_Small,Large,Small
506,60dae0--REDACTED,Dist_Large_RE_Small_10,0.562,0.188,1.041,10,Dist_Large_RE_Small,Large,Small
507,60dae0--REDACTED,Dist_Small_RE_Large_5,0.375,0.188,0.567,5,Dist_Small_RE_Large,Small,Large
508,60dae0--REDACTED,Dist_Small_RE_Small_2,0.375,0.25,0.356,2,Dist_Small_RE_Small,Small,Small
509,60dae0--REDACTED,Dist_Large_RE_Large_2,0.562,0.25,0.831,2,Dist_Large_RE_Large,Large,Large
510,60dae0--REDACTED,Dist_Small_RE_Small_10,0.5,0.125,1.15,10,Dist_Small_RE_Small,Small,Small
511,60dae0--REDACTED,Dist_Small_RE_Large_10,0.812,0.438,1.041,10,Dist_Small_RE_Large,Small,Large
512,60dae0--REDACTED,Dist_Large_RE_Small_5,0.562,0.25,0.831,5,Dist_Large_RE_Small,Large,Small
513,60dae0--REDACTED,Dist_Small_RE_Small_5,0.25,0.188,0.211,5,Dist_Small_RE_Small,Small,Small
514,60dae0--REDACTED,Dist_Small_RE_Large_2,0.438,0.188,0.729,2,Dist_Small_RE_Large,Small,Large
515,60dae0--REDACTED,Dist_Large_RE_Large_10,0.938,0.312,2.028,10,Dist_Large_RE_Large,Large,Large
516,60daeb--REDACTED,Dist_Small_RE_Small_2,0.5,0.25,0.674,2,Dist_Small_RE_Small,Small,Small
517,60daeb--REDACTED,Dist_Small_RE_Large_2,0.312,0.562,-0.646,2,Dist_Small_RE_Large,Small,Large
518,60daeb--REDACTED,Dist_Large_RE_Large_2,0.688,0.375,0.809,2,Dist_Large_RE_Large,Large,Large
519,60daeb--REDACTED,Dist_Small_RE_Small_5,0.25,0.625,-0.993,5,Dist_Small_RE_Small,Small,Small
520,60daeb--REDACTED,Dist_Large_RE_Small_5,0.625,0.312,0.809,5,Dist_Large_RE_Small,Large,Small
521,60daeb--REDACTED,Dist_Small_RE_Large_5,0.375,0.5,-0.319,5,Dist_Small_RE_Large,Small,Large
522,60daeb--REDACTED,Dist_Large_RE_Large_10,0.6,0.133,1.366,10,Dist_Large_RE_Large,Large,Large
523,60daeb--REDACTED,Dist_Large_RE_Small_10,0.625,0.312,0.809,10,Dist_Large_RE_Small,Large,Small
524,60daeb--REDACTED,Dist_Large_RE_Small_2,0.812,0.125,2.036,2,Dist_Large_RE_Small,Large,Small
525,60daeb--REDACTED,Dist_Small_RE_Small_10,0.5,0.533,-0.083,10,Dist_Small_RE_Small,Small,Small
526,60daeb--REDACTED,Dist_Small_RE_Large_10,0.6,0.125,1.404,10,Dist_Small_RE_Large,Small,Large
527,60daeb--REDACTED,Dist_Large_RE_Large_5,0.5,0.188,0.885,5,Dist_Large_RE_Large,Large,Large
528,60db9a--REDACTED,Dist_Large_RE_Small_2,0.438,0.125,0.994,2,Dist_Large_RE_Small,Large,Small
529,60db9a--REDACTED,Dist_Small_RE_Large_2,0.438,0.062,1.382,2,Dist_Small_RE_Large,Small,Large
530,60db9a--REDACTED,Dist_Large_RE_Large_10,0.938,0.188,2.423,10,Dist_Large_RE_Large,Large,Large
531,60db9a--REDACTED,Dist_Small_RE_Large_10,0.75,0.125,1.825,10,Dist_Small_RE_Large,Small,Large
532,60db9a--REDACTED,Dist_Large_RE_Large_5,0.688,0.062,2.028,5,Dist_Large_RE_Large,Large,Large
533,60db9a--REDACTED,Dist_Small_RE_Small_5,0.125,0.015625,1.004,5,Dist_Small_RE_Small,Small,Small
534,60db9a--REDACTED,Dist_Large_RE_Large_2,0.5,0.015625,2.154,2,Dist_Large_RE_Large,Large,Large
535,60db9a--REDACTED,Dist_Large_RE_Small_10,0.938,0.125,2.689,10,Dist_Large_RE_Small,Large,Small
536,60db9a--REDACTED,Dist_Large_RE_Small_5,0.688,0.015625,2.644,5,Dist_Large_RE_Small,Large,Small
537,60db9a--REDACTED,Dist_Small_RE_Large_5,0.438,0.062,1.382,5,Dist_Small_RE_Large,Small,Large
538,60db9a--REDACTED,Dist_Small_RE_Small_2,0.25,0.015625,1.479,2,Dist_Small_RE_Small,Small,Small
539,60db9a--REDACTED,Dist_Small_RE_Small_10,0.5,0.067,1.499,10,Dist_Small_RE_Small,Small,Small
